transcript_name	trunc_start	trunc_end
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1297
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1297
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1297
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1291
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1290
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1290
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1290
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1290
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1290
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1288
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1288
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1288
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1282
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1278
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1016
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1014
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1004
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1004
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1004
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1004
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1004
lcl|CP139520.2_mrna_NM_001696.4_88028	0	1000
lcl|CP139520.2_mrna_NM_001696.4_88028	0	994
lcl|CP139520.2_mrna_NM_001696.4_88028	0	988
lcl|CP139520.2_mrna_NM_001696.4_88028	0	988
lcl|CP139520.2_mrna_NM_001696.4_88028	0	988
lcl|CP139520.2_mrna_NM_001696.4_88028	0	892
lcl|CP139520.2_mrna_NM_001696.4_88028	1	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	1	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	2	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	2	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	2	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	2	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	2	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	2	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	2	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	3	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	3	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	3	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	3	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	3	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	3	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	3	1225
lcl|CP139520.2_mrna_NM_001696.4_88028	4	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	4	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	4	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	5	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	5	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	5	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	5	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	6	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1297
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1278
lcl|CP139520.2_mrna_NM_001696.4_88028	7	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	7	892
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1299
lcl|CP139520.2_mrna_NM_001696.4_88028	8	1297
lcl|CP139520.2_mrna_NM_001696.4_88028	8	983
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1288
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	9	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1297
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1297
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1297
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1290
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1290
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1288
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1288
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1265
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1261
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1016
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1004
lcl|CP139520.2_mrna_NM_001696.4_88028	10	1004
lcl|CP139520.2_mrna_NM_001696.4_88028	10	991
lcl|CP139520.2_mrna_NM_001696.4_88028	10	890
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1310
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1305
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1301
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1301
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
lcl|CP139520.2_mrna_NM_001696.4_88028	11	1300
